"HDR","FEC","8.5","FECfile","8.5.0.0(f33)","",""
"F3N","C00934547","Casey Shepard for Congress","","204 Trailview Dr.","","Waco","TX","76712","TX","17","Q1","","","","20260212","20260331","Shepard","Casey","","Mr.","","20260415","306.66","0.00","306.66","3988.62","0.00","3988.62","394.06","0.00","5000.00","0.00","306.66","306.66","0.00","0.00","0.00","306.66","0.00","0.00","0.00","0.00","0.00","0.00","306.66","3988.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3988.62","4076.02","306.66","4382.68","3988.62","394.06","1013.93","0.00","1013.93","5619.87","0.00","5619.87","0.00","711.66","711.66","0.00","0.00","302.27","1013.93","0.00","5000.00","0.00","5000.00","0.00","0.00","6013.93","5619.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5619.87"
"SB17","C00934547","SB17.4253","","","ORG","American Printing and Mailing","","","","","","1606 Headway Circle","","Austin","TX","78754","R2026","Runoff","20260220","387.88","","Print Media Advertising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4254","","","ORG","American Printing and Mailing","","","","","","1606 Headway Circle","","Austin","TX","78754","R2026","Runoff","20260220","1939.52","","Print Media Adrvertising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4255","","","ORG","American Printing and Mailing","","","","","","1606 Headway Circle","","Austin","TX","78754","R2026","Runoff","20260227","408.49","","Print Media Advertising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4237","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260212","60.00","","Facebook Advertising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4238","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260217","65.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4239","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260217","70.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4240","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260217","75.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4241","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260218","31.99","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4243","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260220","81.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4242","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260223","81.00","","Facebook Advrtising","","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4244","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260223","81.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4245","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260228","215.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4248","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260302","215.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4249","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260302","215.00","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4250","","","ORG","Meta Platforms","","","","","","1 Meta Way","","Menlo Park","CA","94025","R2026","Runoff","20260319","21.59","","Facebook Advrtising","004","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SB17","C00934547","SB17.4256","","","CAN","","Shepard","Casey","","Mr.","","204 Trailview Dr.","","Waco","TX","76712","R2026","Runoff","20260224","9.46","","Travel Expenses","002","C00934547","Casey Shepard for Congress","","","","","","","H","TX","17","","","","","","","","",""
"SC/10","C00934547","SC/10.4099","13A","CAN","","Shepard","Casey","","Mr.","","204 Trailview Dr.","","Waco","TX","76712","P2026","","5000.00","0.00","5000.00","20260122","None","0.0000","N","Y","","H6TX17168","Shepard","Casey","","Mr.","","H","TX","17","",""
