"HDR","FEC","8.5","CAMPAIGN MANAGER 360","1.0","","",""
"F3XN","C00857649","AMERICAN BATTLEGROUND FUND","","PO BOX 30844","","BETHESDA","MD","208240844","Q1","P2026","","","20260101","20260331","","MARTIN","STEVE","","","","20260415","231028.95","295300.00","526328.95","414195.95","112133.00","0.00","0.00","295300.00","0.00","295300.00","0.00","0.00","295300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","295300.00","295300.00","0.00","0.00","10669.82","10669.82","330372.68","73153.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","414195.95","414195.95","295300.00","0.00","295300.00","10669.82","0.00","10669.82","231028.95","2026","295300.00","526328.95","414195.95","112133.00","295300.00","0.00","295300.00","0.00","0.00","295300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","295300.00","295300.00","0.00","0.00","10669.82","10669.82","330372.68","73153.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","414195.95","414195.95","295300.00","0.00","295300.00","10669.82","0.00","10669.82",""
"TEXT","C00857649","1","","F3XN","PLEASE NOTE: THE COMMITTEE HAS DEMONSTRATED THE NECESSARY STEPS TO ESTABLISH BEST EFFORTS TO OBTAIN AND DISCLOSE THE FULL IDENTIFICATION OF ALL INDIVIDUALS WHO CONTRIBUTE IN EXCESS OF $200 IN A CALENDAR YEAR. THESE EFFORTS INCLUDE A CLEAR REQUEST WITH THE ORIGINAL SOLICITATION, FOLLOWED BY A REQUEST FOR MISSING INFORMATION LETTER WITHIN 30 DAYS, WHICH CLEARLY ASKS FOR THE MISSING INFORMATION WITHOUT SOLICITING A CONTRIBUTION. IN ADDITION, THE LETTER READS: FEDERAL LAW REQUIRES US TO MAKE OUR BEST EFFORTS TO COLLECT AND REPORT THE NAME, MAILING ADDRESS, OCCUPATION AND NAME OF EMPLOYER OF ALL INDIVIDUALS WHO CONTRIBUTE IN EXCESS OF $200 IN A CALENDAR YEAR. WE THEN ENCLOSE A SELF-ADDRESSED ENVELOPE AND INCLUDE A TELEPHONE NUMBER TO REACH THE COMMITTEE WITH ANY QUESTIONS. A SECOND REQUEST FOR MISSING INFORMATION LETTER IS SENT IF WE DO NOT RECEIVE THE INFORMATION IN A TIMELY MANNER. IN THE EVENT THAT WE RECEIVE ADDITIONAL INFORMATION FROM CONTRIBUTORS WHOSE INFORMATION WAS NOT ORIGINALLY DISCLOSED, WE WILL AMEND THE APPROPRIATE REPORT TO REFLECT THE ADDITIONAL DISCLOSURES PROPERLY."
"SA11AI","C00857649","AC4123DD0C09444EF8B3","","","IND","","BIRD","KAY","B","","","PO BOX 1149","","MIDLAND","TX","797021149","","","20260331","25000.00","25000.00","","BIRD RANCH","OWNER","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A6178882635BE4DB6B0E","","","IND","","GIBSON","GARY","","","","5505 BRIAR DRIVE","","HOUSTON","TX","770561107","","","20260303","5000.00","5000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A8FA6C8228B6F48B1BBE","","","IND","","HOLMES","WILLIAM","L.","","","PO BOX 3728","","MIDLAND","TX","797023728","","","20260309","42000.00","42000.00","","SELF","OIL AND GAS","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A904B3C8E913349958C2","","","IND","","JASTROW","KENNETH","M.","","","1242 PT RANCH RD","","ROUND MOUNTAIN","TX","786635990","","","20260225","20000.00","20000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","ACFF00C5AF57B48589E6","","","IND","","LONG","ERIC","","","","2807 BONNIE RD","","AUSTIN","TX","787032803","","","20260303","12000.00","12000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A72089271F389461F919","","","IND","","LONG","ERIC","","","","2807 BONNIE RD","","AUSTIN","TX","787032803","","","20260309","17500.00","29500.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","AA351484D3B52411BBEB","","","IND","","LONSDALE","JOSEPH","T.","","","2407 S CONGRESS AVE","STE E688","AUSTIN","TX","787045505","","","20260320","25000.00","25000.00","","8VC","PARTNER","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A1513BB8648D24F8392E","","","IND","","STEPHENS","POLLYANNA","","","","4818 N BENTWOOD DR","","SAN ANGELO","TX","769044800","","","20260217","25000.00","25000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","AE3D805E2ED4D4BF792E","","","IND","","STEPHENS","STEVE","","","","4818 N BENTWOOD DR","","SAN ANGELO","TX","769044800","","","20260217","25000.00","25000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A12668D30F88D4E3086C","","","IND","","TAYLOR","KATHERINE","BIRD","","","PO BOX 1149","","MIDLAND","TX","797021149","","","20260331","25000.00","25000.00","","INFORMATION REQUESTED","INFORMATION REQUESTED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","AEB5137C647F64BE2819","","","IND","","THOMAS","RALPH","B.","","","202 ARBORWAY ST.","","HOUSTON","TX","770571320","","","20260320","44300.00","44300.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A4FBE482382854E409A7","","","IND","","WALSH","TRACY","A.","","","P.O. BOX 2043","","AUSTIN","TX","787682043","","","20260303","12000.00","12000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00857649","A97E5E939076A4C69B18","","","IND","","WALSH","TRACY","A.","","","P.O. BOX 2043","","AUSTIN","TX","787682043","","","20260309","17500.00","29500.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","BB7EB1C8D076E448389B","","","ORG","ANEDOT","","","","","","1340 POYDRAS ST","SUITE 1770","NEW ORLEANS","LA","70112","","","20260306","1160.60","","E-MERCHANT FEES","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B4DEB2B54D1A848E69CA","","","ORG","ANEDOT","","","","","","1340 POYDRAS ST","SUITE 1770","NEW ORLEANS","LA","70112","","","20260311","3080.60","","E-MERCHANT FEES","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","BF69A299ACAC14024A81","","","ORG","ANEDOT","","","","","","1340 POYDRAS ST","SUITE 1770","NEW ORLEANS","LA","70112","","","20260320","1772.30","","E-MERCHANT FEES","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B12DBABAFE484487FB70","","","ORG","ARISTOTLE INTERNATIONAL, INC.","","","","","","205 PENNSYLVANIA AVENUE SE","","WASHINGTON","DC","200031164","","","20260210","772.50","","SOFTWARE","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","BC195E98EA4F947AB819","","","ORG","ARISTOTLE INTERNATIONAL, INC.","","","","","","205 PENNSYLVANIA AVENUE SE","","WASHINGTON","DC","200031164","","","20260226","772.50","","SOFTWARE","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B9461D9DA02404F29B9D","","","IND","","BRENNAN","CAROLINE","","","","4960 RUSTIC TRL","","MIDLAND","TX","797071426","","","20260105","-1000.00","","FUNDRAISING CONSULTING","003","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B7EE10D9EACB44D28AD9","","","IND","","BRENNAN","CAROLINE","","","","4960 RUSTIC TRL","","MIDLAND","TX","797071426","","","20260126","2000.00","","FUNDRAISING CONSULTING","003","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B28C0CB97798B45128B5","","","IND","","BRENNAN","CAROLINE","","","","4960 RUSTIC TRL","","MIDLAND","TX","797071426","","","20260226","1000.00","","FUNDRAISING CONSULTING","003","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B098BF9132F674F7D9A4","","","IND","","BRENNAN","CAROLINE","","","","4960 RUSTIC TRL","","MIDLAND","TX","797071426","","","20260323","1000.00","","FUNDRAISING CONSULTING","003","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B2933A0BCEC67433DB52","","","IND","","BRENNAN","CAROLINE","","","","4960 RUSTIC TRL","","MIDLAND","TX","797071426","","","20260323","-1000.00","","VOID: FUNDRAISING CONSULTING. SEE REISSUE","003","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B8CE492660AF043CF808","","","ORG","CFS COMPLIANCE","","","","","","PO BOX 30844","","BETHESDA","MD","20824","","","20260226","284.73","","COMPLIANCE CONSULTING","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B7F0A7F3D2CCC489D998","","","ORG","CFS COMPLIANCE","","","","","","PO BOX 30844","","BETHESDA","MD","20824","","","20260306","145.00","","E-MERCHANT FEES","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B66C2C336B33944ADAA3","","","ORG","CFS COMPLIANCE","","","","","","PO BOX 30844","","BETHESDA","MD","20824","","","20260311","385.00","","E-MERCHANT FEES","001","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00857649","B3F99F16F8677431AAB5","","","ORG","CFS COMPLIANCE","","","","","","PO BOX 30844","","BETHESDA","MD","20824","","","20260320","221.50","","E-MERCHANT FEES","001","","","","","","","","","","","","","","","","","","","","",""
"SB22","C00857649","BE87569CC93FE47158C8","","","CCM","ALASKANS FOR NICK BEGICH","","","","","","PO BOX 671710","","CHUGIAK","AK","995671710","","","20260316","8793.45","","TRANSFER OF NET PROCEEDS","008","C00792341","ALASKANS FOR NICK BEGICH","H2AK01083","BEGICH","NICHOLAS","III","","","H","AK","00","","","","","","","","","",""
"SB22","C00857649","BB842717785E54431B86","","","CCM","ANNA PAULINA LUNA FOR CONGRESS","","","","","","1201 GANDY BLVD N","P.O. BOX 23064","SAINT PETERSBURG","FL","337022409","","","20260316","8793.45","","TRANSFER OF NET PROCEEDS","008","C00718239","ANNA PAULINA LUNA FOR CONGRESS","H0FL13158","PAULINA LUNA","ANNA","","","","H","FL","13","","","","","","","","","",""
"SB22","C00857649","B06D4D7FC108441A7A84","","","CCM","AUGUST PFLUGER FOR CONGRESS","","","","","","PO BOX 3530","","SAN ANGELO","TX","76902","","","20260316","29460.27","","TRANSFER OF JOINT FUNDRAISING PROCEEDS","008","C00719294","AUGUST PFLUGER FOR CONGRESS","H0TX11230","PFLUGER","AUGUST","LEE","","","H","TX","11","","","","","","","","","",""
"SB22","C00857649","B1F70B71FAADE485BB86","","","CCM","AUGUST PFLUGER FOR CONGRESS","","","","","","PO BOX 3530","","SAN ANGELO","TX","76902","","","20260326","6641.69","","TRANSFER OF NET PROCEEDS","008","C00719294","AUGUST PFLUGER FOR CONGRESS","H0TX11230","PFLUGER","AUGUST","LEE","","","H","TX","11","","","","","","","","","",""
"SB22","C00857649","B33C82CAE5444404CB4F","","","CCM","BRIAN FITZPATRICK FOR ALL OF US","","","","","","PO BOX 939","","LANGHORNE","PA","190470939","","","20260316","5490.32","","TRANSFER OF NET PROCEEDS","008","C00607416","BRIAN FITZPATRICK FOR ALL OF US","H6PA08277","FITZPATRICK","BRIAN","","","","H","PA","01","","","","","","","","","",""
"SB22","C00857649","B9891A895EDC44FA5AD0","","","CCM","CHUCK EDWARDS FOR CONGRESS","","","","","","337 N MAIN ST","","HENDERSONVILLE","NC","287924902","","","20260316","8793.45","","TRANSFER OF NET PROCEEDS","008","C00796433","CHUCK EDWARDS FOR CONGRESS","H2NC14050","EDWARDS","CHUCK","","","","H","NC","11","","","","","","","","","",""
"SB22","C00857649","BD8D0CB0C02364D28BA3","","","CCM","CISCOMANI FOR CONGRESS","","","","","","PO BOX 35103","","TUCSON","AZ","857405103","","","20260316","4820.77","","TRANSFER OF NET PROCEEDS","008","C00786194","CISCOMANI FOR CONGRESS","H2AZ02360","CISCOMANI","JUAN","","","","H","AZ","06","","","","","","","","","",""
"SB22","C00857649","BA4ACBF9C1E564A2A913","","","CCM","ELECTGABEEVANS.COM","","","","","","PO BOX 350608","","WESTMINSTER","CO","800350608","","","20260316","4374.40","","TRANSFER OF NET PROCEEDS","008","C00849844","ELECTGABEEVANS.COM","H4CO08034","EVANS","TIMOTHY GABRIEL","JOSEPH","","","H","CO","08","","","","","","","","","",""
